,76,,,,,,,,,,,,
13,Jawa Tengah,867,873,873,875,875,"0,80","0,80","0,80","0,80","0,78",,
14,DI Yogyakarta,121,121,121,121,121,"1,04","1,03","1,02","1,01","0,99",,
15,Jawa Timur,956,960,960,960,960,"0,76","0,76","0,75","0,75","0,74",,
16,Banten,226,228,230,231,233,"0,62","0,61","0,60","0,59","0,58",,
17,Bali,114,118,120,120,120,"0,86","0,87","0,87","0,85","0,87",,
18,Nusa Tenggara Barat,152,157,158,158,158,"1,00","1,02","1,02","1,01","0,98",,
19,Nusa Tenggara Timur,342,349,362,370,371,"2,15","2,15","2,18","2,19","2,17",,
20,Kalimantan Barat,235,237,237,238,238,"1,59","1,59","1,58","1,57","1,30",,
21,Kalimantan Tengah,179,190,194,195,195,"2,39","2,49","2,50","2,47","3,27",,
22,Kalimantan Selatan,224,226,228,228,230,"1,82","1,80","1,78","1,75","1,73",,
23,Kalimantan Timur,215,217,222,174,174,"1,75","1,70","1,68","1,49","1,52",,
24,Kalimantan Utara,-,-,-,48,49,-,-,-,"2,37","2,29",,
25,Sulawesi Utara,170,177,183,187,187,"2,22","2,28","2,33","2,35","2,33",,
26,Sulawesi Tengah,173,176,183,184,189,"1,93","1,93","1,97","1,94","1,97",,
27,Sulawesi Selatan,421,425,440,446,448,"1,55","1,55","1,59","1,59","1,58",,
28,Sulawesi Tenggara,249,258,264,269,269,"3,28","3,33","3,34","3,34","3,23",,
29,Gorontalo,86,87,91,93,93,"2,43","2,40","2,46","2,46","2,46",,
30,Sulawesi Barat,86,91,92,94,94,"2,17","2,24","2,20","2,20","2,20",,
31,Maluku,170,178,190,197,199,"3,24","3,30","3,43","3,46","3,54",,
32,Maluku Utara,115,119,125,127,127,"3,24","3,28","3,36","3,34","3,28",,
33,Papua Barat,126,128,143,149,151,"4,80","4,70","5,07","5,09","5,20",,
34,Papua,334,381,391,394,394,"3,36","3,64","3,54","3,39","3,75",,
Indonesia,,9.321,9.510,9.655,9.731,9.754,"1,16","1,17","1,17","1,16","1,15",,
No,Provinsi,Jumlah Puskesmas Rawat Inap,,,,,Jumlah Puskesmas Non Rawat Inap,,,,,,
,,2011,2012,2013,2014,2015,2011,2012,2013,2014,2015,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),,
1,Aceh,137,144,149,143,143,188,186,185,194,196,,
2,Sumatera Utara,153,157,164,164,164,389,398,406,406,407,,
3,Sumatera Barat,86,89,88,91,91,168,171,174,173,173,,
4,Riau,55,63,75,79,79,148,144,132,132,133,,
5,Jambi,62,62,68,68,68,112,114,108,108,108,,
6,Sumatera Selatan,86,106,95,95,95,218,211,224,226,227,,
7,Bengkulu,43,43,45,45,46,135,135,135,135,134,,
8,Lampung,60,69,91,101,112,209,207,189,189,179,,
9,Kepulauan Bangka Belitung,19,20,20,20,21,39,40,40,41,41,,
10,Kepulauan Riau,26,26,26,29,28,41,43,44,44,44,,
11,DKI Jakarta,52,52,30,30,30,288,288,310,310,310,,
12,Jawa Barat,220,220,176,176,176,826,826,874,874,874,,
13,Jawa Tengah,265,268,309,318,320,602,605,564,557,555,,
14,DI Yogyakarta,40,42,42,42,43,81,79,79,79,78,,
15,Jawa Timur,400,441,504,518,519,556,519,456,442,441,,
16,Banten,53,56,56,56,56,173,172,174,175,177,,
17,Bali,28,29,34,34,35,86,89,86,86,85,,
18,Nusa Tenggara Barat,84,84,109,109,109,68,73,49,49,49,,
19,Nusa Tenggara Timur,123,128,128,137,137,219,221,234,233,234,,
20,Kalimantan Barat,94,96,94,95,95,141,141,143,143,143,,
21,Kalimantan Tengah,69,70,73,73,73,110,120,121,122,122,,
22,Kalimantan Selatan,48,49,45,45,46,176,177,183,183,184,,
23,Kalimantan Timur,94,94,127,95,95,121,123,95,79,79,,
24,Kalimantan Utara,-,-,-,32,32,-,-,-,16,17,,
25,Sulawesi Utara,85,88,88,92,92,85,89,95,95,95,,
26,Sulawesi Tengah,72,72,78,78,79,101,104,105,106,110,,
27,Sulawesi Selatan,218,225,225,228,227,203,200,215,218,221,,
28,Sulawesi Tenggara,74,74,79,78,80,175,184,185,191,189,,
29,Gorontalo,23,23,25,25,23,63,64,66,68,70,,
30,Sulawesi Barat,35,35,43,44,44,51,56,49,50,50,,
31,Maluku,56,61,63,64,64,114,117,127,133,135,,
32,Maluku Utara,28,28,27,27,27,87,91,98,100,100,,
33,Papua Barat,39,39,39,43,43,87,89,104,106,108,,
34,Papua,92,99,102,104,104,242,282,289,290,290,,
Indonesia,,3.019,3.152,3.317,3.378,3.396,6.302,6.358,6.338,6.353,6.358,,
No,Provinsi,Puskesmas,,,,,Rumah Sakit yang dilatih Akupuntur dan Herbal,,,,,,
,,Pelayanan Kesehatan Peduli Remaja (PKPR),Upaya Kesehatan Kerja,Upaya Kesehatan Olahraga,"Upaya Kesehatan Tradisional, Alternatif dan Komplementer",Tatalaksana Kasus Kekerasan terhadap Anak,,,,,,,
(1),(2),(3),(4),(5),(6),(7),(8),,,,,,
1,Aceh,153,47,37,41,90,5,,,,,,
2,Sumatera Utara,171,134,13,99,910,6,,,,,,
3,Sumatera Barat,112,8,26,26,45,7,,,,,,
4,Riau,76,60,32,55,39,7,,,,,,
5,Jambi,58,85,117,9,33,6,,,,,,
6,Sumatera Selatan,132,86,36,70,33,5,,,,,,
7,Bengkulu,87,-,127,32,52,3,,,,,,
8,Lampung,111,107,27,51,90,4,,,,,,
9,Kepulauan Bangka Belitung,52,49,33,29,23,4,,,,,,
10,Kepulauan Riau,46,37,6,49,37,3,,,,,,
11,DKI Jakarta,44,37,16,48,44,0,,,,,,
12,Jawa Barat,524,712,75,50,140,11,,,,,,
13,Jawa Tengah,285,39,123,88,256,12,,,,,,
14,DI Yogyakarta,76,-,8,56,30,3,,,,,,
15,Jawa Timur,283,611,71,61,184,8,,,,,,
16,Banten,148,167,63,92,47,5,,,,,,
17,Bali,84,91,62,82,43,4,,,,,,
18,Nusa Tenggara Barat,83,90,29,40,27,3,,,,,,
19,Nusa Tenggara Timur,146,-,4,17,137,3,,,,,,
20,Kalimantan Barat,125,-,12,66,83,3,,,,,,
21,Kalimantan Tengah,23,33,10,26,23,4,,,,,,
22,Kalimantan Selatan,38,81,113,10,40,3,,,,,,
23,Kalimantan Timur,36,43,7,41,47,1,,,,,,
24,Kalimantan Utara,18,19,4,-,16,0,,,,,,
25,Sulawesi Utara,52,-,42,45,59,2,,,,,,
26,Sulawesi Tengah,8,36,4,12,22,2,,,,,,
27,Sulawesi Selatan,105,215,116,135,59,4,,,,,,
28,Sulawesi Tenggara,49,22,4,28,25,2,,,,,,
29,Gorontalo,24,75,33,27,15,4,,,,,,
30,Sulawesi Barat,15,-,4,32,28,3,,,,,,
31,Maluku,46,-,2,72,21,1,,,,,,
32,Maluku Utara,9,-,4,13,14,1,,,,,,
33,Papua Barat,24,8,1,7,40,2,,,,,,
34,Papua,0,10,1,23,19,2,,,,,,
Indonesia,,3.243,2.902,1.262,1.532,2.771,133,,,,,,
No,Provinsi,Jumlah Kabupaten/Kota Dengan Tenaga Kesehatan Puskesmas Terlatih,Persentase Kabupaten/Kota Dengan Tenaga Kesehatan Puskesmas Terlatih,Jumlah Puskesmas Dengan Tenaga Kesehatan Terlatih,,,,,,,,,
(1),(2),(3),(4),(5),,,,,,,,,
1,Aceh,11,"47,8",41,,,,,,,,,
2,Sumatera Utara,29,"87,9",99,,,,,,,,,
3,Sumatera Barat,9,"47,4",26,,,,,,,,,
4,Riau,12,"100,0",55,,,,,,,,,
5,Jambi,4,"36,4",9,,,,,,,,,
6,Sumatera Selatan,17,"100,0",70,,,,,,,,,
7,Bengkulu,4,"40,0",32,,,,,,,,,
8,Lampung,14,"93,3",51,,,,,,,,,
9,Kepulauan Bangka Belitung,7,"100,0",29,,,,,,,,,
10,Kepulauan Riau,5,"71,4",49,,,,,,,,,
11,DKI Jakarta,6,"100,0",48,,,,,,,,,
12,Jawa Barat,21,"77,8",50,,,,,,,,,
13,Jawa Tengah,23,"65,7",88,,,,,,,,,
14,DI Yogyakarta,5,"100,0",56,,,,,,,,,
15,Jawa Timur,34,"89,5",61,,,,,,,,,
16,Banten,8,"100,0",92,,,,,,,,,
17,Bali,9,"100,0",82,,,,,,,,,
18,Nusa Tenggara Barat,10,"100,0",40,,,,,,,,,
19,Nusa Tenggara Timur,8,"34,8",17,,,,,,,,,
20,Kalimantan Barat,14,"100,0",66,,,,,,,,,
21,Kalimantan Tengah,10,"71,4",26,,,,,,,,,
22,Kalimantan Selatan,4,"30,8",10,,,,,,,,,
23,Kalimantan Timur,9,"90,0",41,,,,,,,,,
24,Kalimantan Utara,-,-,-,,,,,,,,,
25,Sulawesi Utara,11,"73,3",45,,,,,,,,,
26,Sulawesi Tengah,4,"30,8",12,,,,,,,,,
27,Sulawesi Selatan,24,"100,0",135,,,,,,,,,
28,Sulawesi Tenggara,12,"70,6",28,,,,,,,,,
29,Gorontalo,6,"100,0",27,,,,,,,,,
30,Sulawesi Barat,6,"100,0",32,,,,,,,,,
31,Maluku,11,"100,0",72,,,,,,,,,
32,Maluku Utara,7,"70,0",13,,,,,,,,,
33,Papua Barat,4,"30,8",7,,,,,,,,,
34,Papua,4,"13,8",23,,,,,,,,,
Indonesia,,362,"71,0",1.532,,,,,,,,,
No,Nama Obat,Satuan,Puskesmas yang Menyediakan Item Obat dan Vaksin,,,,,,,,,,
,,,Jumlah,%*,,,,,,,,,
(1),(2),(3),(4),(5),,,,,,,,,
1,Albendazol tab,Tablet,550,"54,3",,,,,,,,,
2,Amoxicillin 500 mg tab,Tablet,935,"92,3",,,,,,,,,
3,Amoxicillin syrup,Botol,898,"88,6",,,,,,,,,
4,Deksametason tab,Tablet,884,"87,3",,,,,,,,,
5,Diazepam injeksi 5 mg/mL,Ampul,522,"51,5",,,,,,,,,
6,"Epinefrin (Adrenalin) injeksi 0,1% (sebagai HCL)",Ampul,730,"72,1",,,,,,,,,
7,Fitomenadion (Vitamin K) injeksi,Ampul,806,"79,6",,,,,,,,,
8,Furosemid tablet 40 mg,Tablet,872,"86,1",,,,,,,,,
9,Garam oralit,Kantong,949,"93,7",,,,,,,,,
10,Glibenklamid,Tablet,909,"89,7",,,,,,,,,
11,Kaptopril tab,Tablet,962,"95,0",,,,,,,,,
12,Magnesium Sulfat injeksi 20 %,Vial,457,"45,1",,,,,,,,,
13,"Metilergometrin Maleat inj 0,200 mg-1 ml",Ampul,625,"61,7",,,,,,,,,
14,Obat Anti Tuberculosis dewasa,Paket,816,"80,6",,,,,,,,,
15,Oksitosin injeksi,Ampul,645,"63,7",,,,,,,,,
16,Parasetamol 500 mg tab,Tablet,977,"96,4",,,,,,,,,
17,Tablet Tambah Darah,Tablet,799,"78,9",,,,,,,,,
18,Vaksin BCG,Vial,919,"90,7",,,,,,,,,
19,Vaksin TT,Vial,909,"89,7",,,,,,,,,
20,Vaksin DPT/ DPT-HB/ DPT-HB-Hib,Vial,918,"90,6",,,,,,,,,
No,Provinsi,Jumlah Tenaga Kesehatan,,,,,,,,,,Tenaga Penunjang Kesehatan,Total SDM Kesehatan
,,Dokter Umum,Dokter Gigi,Perawat,Bidan,Tenaga Kesehatan Masyarakat,Tenaga Kesehatan Lingkungan,Ahli Teknologi Laboratorium Medik,Tenaga Gizi,Tenaga Kefarmasian,Jumlah,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),(13),(14)
1,Aceh,762,156,3.201,4.509,1.949,537,186,432,586,12.318,1.248,13.566
2,Sumatera Utara,1.419,523,3.602,7.154,1.055,281,191,564,307,15.096,709,15.805
3,Sumatera Barat,424,266,1.998,3.527,392,256,260,291,353,7.767,1.009,8.776
4,Riau,482,207,2.821,3.279,212,156,166,160,251,7.734,935,8.669
5,Jambi,302,110,1.639,1.843,361,187,140,94,169,4.845,377,5.222
6,Sumatera Selatan,441,116,4.145,4.939,975,367,149,251,343,11.726,1.440,13.166
7,Bengkulu,192,57,1.522,2.070,330,85,50,111,111,4.528,641,5.169
8,Lampung,507,191,1.768,1.655,719,227,120,96,153,5.436,582,6.018
9,Kepulauan Bangka Belitung,132,45,762,493,152,66,42,59,65,1.816,345,2.161
10,Kepulauan Riau,317,95,869,621,174,58,35,59,52,2.280,360,2.640
11,DKI Jakarta,767,425,1.024,905,196,137,90,100,359,4.003,2.516,6.519
12,Jawa Barat,1.880,801,5.565,6.607,930,565,320,547,239,17.454,3.918,21.372
13,Jawa Tengah,1.859,714,5.915,8.931,1.745,671,575,810,623,21.843,5.650,27.493
14,DI Yogyakarta,365,177,658,516,93,137,105,159,52,2.262,1.265,3.527
15,Jawa Timur,1.667,883,8.889,10.889,462,684,654,744,798,25.670,7.781,33.451
16,Banten,358,189,1.891,3.772,259,159,128,238,175,7.169,967,8.136
17,B a l i,320,170,659,765,404,118,44,109,21,2.610,509,3.119
18,Nusa Tenggara Barat,203,83,1.828,1.308,89,280,116,297,131,4.335,962,5.297
19,Nusa Tenggara Timur,315,97,2.496,1.264,507,416,186,277,241,5.799,745,6.544
20,Kalimantan Barat,324,80,2.006,1.468,340,217,191,248,222,5.096,822,5.918
21,Kalimantan Tengah,283,57,1.945,1.009,287,133,90,197,136,4.137,475,4.612
22,Kalimantan Selatan,353,111,1.568,1.343,605,177,126,233,181,4.697,494,5.191
23,Kalimantan Timur,367,162,1.938,1.406,149,142,112,159,215,4.650,1.422,6.072
24,Kalimantan Utara,126,38,618,324,138,33,31,41,61,1.410,130,1.540
25,Sulawesi Utara,459,27,1.310,517,147,193,1,229,161,3.044,226,3.270
26,Sulawesi Tengah,241,62,1.330,675,844,181,23,83,171,3.610,360,3.970
27,Sulawesi Selatan,625,378,3.626,3.153,843,432,245,512,434,10.248,991,11.239
28,Sulawesi Tenggara,244,67,1.469,698,515,315,19,324,185,3.836,355,4.191
29,Gorontalo,109,25,570,522,214,135,3,163,119,1.860,371,2.231
30,Sulawesi Barat,82,49,805,805,66,69,40,72,65,2.053,244,2.297
31,Maluku,151,60,1.450,504,162,137,13,198,55,2.730,220,2.950
32,Maluku Utara,150,36,888,1.014,250,62,35,156,88,2.679,175,2.854
33,Papua Barat,79,18,650,223,167,68,15,66,22,1.308,56,1.364
34,Papua,351,62,1.886,606,406,163,58,197,82,3.811,408,4.219
Indonesia,,16.656,6.537,73.311,79.314,16.137,7.844,4.559,8.276,7.226,219.860,38.708,258.568
No,Provinsi,Persentase Puskesmas dengan Kecukupan Dokter,,,Persentase Puskesmas dengan Kecukupan Dokter Gigi,,,Persentase Puskesmas dengan Kecukupan Perawat,,,Persentase Puskesmas dengan Kecukupan Bidan,,
,,Cukup,Kurang,Lebih,Cukup,Kurang,Lebih,Cukup,Kurang,Lebih,Cukup,Kurang,Lebih
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),(13),(14)
1,Aceh,"24,29","12,62","63,09","39,12","56,47","4,42","6,62","28,71","64,67","4,73","17,67","77,60"
2,Sumatera Utara,"26,77","8,80","64,44","42,45","34,80","22,75","9,75","49,33","40,92","2,87","20,46","76,67"
3,Sumatera Barat,"43,41","20,93","35,66","57,36","23,26","19,38","8,14","39,53","52,33","2,33","10,85","86,82"
4,Riau,"22,55","20,59","56,86","48,53","31,37","20,10","8,82","17,16","74,02","3,43","7,35","89,22"
5,Jambi,"37,93","24,14","37,93","47,13","44,83","8,05","9,77","27,01","63,22","6,90","17,24","75,86"
6,Sumatera Selatan,"39,62","30,99","29,39","30,03","66,77","3,19","9,58","25,24","65,18","3,51","25,88","70,61"
7,Bengkulu,"43,02","35,20","21,79","27,93","70,39","1,68","11,73","27,93","60,34","5,03","12,29","82,68"
8,Lampung,"38,11","14,72","47,17","24,53","56,98","18,49","8,30","50,94","40,75","8,30","50,94","40,75"
9,Kepulauan Bangka Belitung,"25,86","13,79","60,34","53,45","34,48","12,07","8,62","15,52","75,86","6,90","34,48","58,62"
10,Kepulauan Riau,"9,23","1,54","89,23","44,62","12,31","43,08","3,08","4,62","92,31","3,08","16,92","80,00"
11,DKI Jakarta,"51,78","21,60","26,63","61,83","22,78","15,38","0,59","86,69","12,72","1,48","87,57","10,95"
12,Jawa Barat,"50,10","8,38","41,52","45,76","41,43","12,81","10,60","54,34","35,07","8,96","34,30","56,74"
13,Jawa Tengah,"35,52","10,03","54,44","54,79","32,41","12,80","12,23","50,17","37,60","5,54","22,03","72,43"
14,DI Yogyakarta,"19,83","0,83","79,34","59,50","1,65","38,84","15,70","58,68","25,62","18,18","60,33","21,49"
15,Jawa Timur,"37,78","28,96","33,26","54,98","28,44","16,58","9,86","29,38","60,76","6,61","13,22","80,17"
16,Banten,"20,87","37,39","41,74","35,65","42,61","21,74","8,70","31,30","60,00","5,65","6,09","88,26"
17,Bali,"10,62","15,93","73,45","35,40","18,58","46,02","14,16","43,36","42,48","7,08","33,63","59,29"
18,Nusa Tenggara Barat,"31,01","51,27","17,72","47,47","50,00","2,53","7,59","20,25","72,15","10,76","37,97","51,27"
19,Nusa Tenggara Timur,"40,56","49,54","9,91","29,41","70,28","0,31","8,36","56,04","35,60","5,57","69,66","24,77"
20,Kalimantan Barat,"44,87","33,33","21,79","28,21","68,80","2,99","11,11","39,32","49,57","8,97","53,42","37,61"
21,Kalimantan Tengah,"43,02","26,82","30,17","24,58","72,07","3,35","5,59","17,88","76,54","6,70","52,51","40,78"
22,Kalimantan Selatan,"27,93","27,03","45,05","33,33","58,56","8,11","7,66","36,04","56,31","6,31","41,44","52,25"
23,Kalimantan Timur,"34,88","20,93","44,19","55,23","26,16","18,60","5,23","29,65","65,12","9,30","33,72","56,98"
24,Kalimantan Utara,"27,03","5,41","67,57","45,95","32,43","21,62","2,70","27,03","70,27","8,11","54,05","37,84"
25,Sulawesi Utara,"27,06","16,47","56,47","13,53","85,29","1,18","4,12","46,47","49,41","3,53","77,06","19,41"
26,Sulawesi Tengah,"43,37","33,73","22,89","30,12","66,27","3,61","7,83","39,16","53,01","9,64","70,48","19,88"
27,Sulawesi Selatan,"32,48","40,84","26,68","45,94","35,73","18,33","7,19","37,12","55,68","11,83","41,53","46,64"
28,Sulawesi Tenggara,"36,32","44,87","18,80","19,66","76,50","3,85","8,55","53,42","38,03","6,41","75,64","17,95"
29,Gorontalo,"48,31","29,21","22,47","25,84","73,03","1,12","7,87","51,69","40,45","12,36","37,08","50,56"
30,Sulawesi Barat,"36,56","56,99","6,45","41,94","52,69","5,38","5,38","32,26","62,37","4,30","23,66","72,04"
31,Maluku,"22,54","60,12","17,34","12,14","76,88","10,98","7,51","39,88","52,60","5,78","77,46","16,76"
32,Maluku Utara,"44,26","32,79","22,95","18,03","77,05","4,92","13,11","34,43","52,46","6,56","29,51","63,93"
33,Papua Barat,"25,93","65,74","8,33","11,11","87,04","1,85","5,56","59,26","35,19","3,70","87,96","8,33"
34,Papua,"23,22","56,04","20,74","6,81","87,31","5,88","4,64","60,99","34,37","3,41","87,00","9,60"
Indonesia,,"35,90","25,57","38,53","40,46","46,97","12,56","8,76","42,46","48,78","6,40","37,60","56,00"
No,Provinsi,Jumlah Puskesmas*,Jumlah Puskesmas Yang Memiliki 5 Jenis Tenaga Kesehatan Promotif Dan Preventif,,,,,,,,,,
(1),(2),(3),(4),,,,,,,,,,
1,Aceh,339,43,,,,,,,,,,
2,Sumatera Utara,571,39,,,,,,,,,,
3,Sumatera Barat,264,79,,,,,,,,,,
4,Riau,211,33,,,,,,,,,,
5,Jambi,176,15,,,,,,,,,,
6,Sumatera Selatan,322,46,,,,,,,,,,
7,Bengkulu,180,22,,,,,,,,,,
8,Lampung,290,22,,,,,,,,,,
9,Kepulauan Bangka Belitung,61,12,,,,,,,,,,
10,Kepulauan Riau,72,14,,,,,,,,,,
11,DKI Jakarta,340,16,,,,,,,,,,
12,Jawa Barat,1.050,37,,,,,,,,,,
13,Jawa Tengah,875,153,,,,,,,,,,
14,DI Yogyakarta,121,9,,,,,,,,,,
15,Jawa Timur,960,139,,,,,,,,,,
16,Banten,231,14,,,,,,,,,,
17,Bali,120,9,,,,,,,,,,
18,Nusa Tenggara Barat,158,14,,,,,,,,,,
19,Nusa Tenggara Timur,370,65,,,,,,,,,,
20,Kalimantan Barat,239,33,,,,,,,,,,
21,Kalimantan Tengah,195,26,,,,,,,,,,
22,Kalimantan Selatan,229,24,,,,,,,,,,
23,Kalimantan Timur,174,28,,,,,,,,,,
24,Kalimantan Utara,49,15,,,,,,,,,,
25,Sulawesi Utara,187,1,,,,,,,,,,
26,Sulawesi Tengah,187,9,,,,,,,,,,
27,Sulawesi Selatan,446,81,,,,,,,,,,
28,Sulawesi Tenggara,269,10,,,,,,,,,,
29,Gorontalo,93,2,,,,,,,,,,
30,Sulawesi Barat,94,16,,,,,,,,,,
31,Maluku,199,3,,,,,,,,,,
32,Maluku Utara,127,12,,,,,,,,,,
33,Papua Barat,149,1,,,,,,,,,,
34,Papua,394,17,,,,,,,,,,
Indonesia,,9.742,1.059,,,,,,,,,,
No,Provinsi,Periode I,,Periode II,,,,,,,,,
,,Jumlah Kabupaten,Jumlah Puskesmas,Jumlah Kabupaten,Jumlah Puskesmas,,,,,,,,
(1),(2),(3),(4),(5),(6),,,,,,,,
1,Aceh,1,1,1,1,,,,,,,,
2,Sumatera Utara,-,-,2,2,,,,,,,,
3,Riau,-,-,5,6,,,,,,,,
4,Bengkulu,1,1,-,-,,,,,,,,
5,Kepulauan Riau,-,-,5,7,,,,,,,,
6,Nusa Tenggara Timur,4,4,7,24,,,,,,,,
7,Kalimantan Barat,3,4,5,10,,,,,,,,
8,Kalimantan Timur,1,1,2,2,,,,,,,,
9,Kalimantan Utara,2,2,2,11,,,,,,,,
10,Sulawesi Utara,2,2,4,7,,,,,,,,
11,Sulawesi Tengah,-,-,1,1,,,,,,,,
12,Maluku,1,1,3,11,,,,,,,,
13,Maluku Utara,-,-,1,3,,,,,,,,
14,Papua Barat,-,-,1,1,,,,,,,,
15,Papua,4,4,7,14,,,,,,,,
Indonesia,,19,20,46,100,,,,,,,,
No,Provinsi,Periode I,,Periode II,,No,Provinsi,Periode I,,Periode II,,,
,,Kabupaten/Kota,Puskesmas,Kabupaten/Kota,Puskesmas,,,Kabupaten/Kota,Puskesmas,Kabupaten/Kota,Puskesmas,,
(1),(2),(3),(4),(5),(6),(1),(2),(3),(4),(5),(6),,
1,Aceh,Simeuleu,Simeuleu Cut,Kota Sabang,Iboih,8,Kalimantan Timur,Mahakam Hulu,Long Pahangai,Berau Mahakam Hulu,Maratua Bohe Bukut Tiong Ohang,,
2,Sumatera Utara,-,-,Nias Selatan,Pulau Tello,,,,,,,,
,,,,Serdang Bedagai,Tanjung Beringin,9,Kalimantan Utara,Malinau,Long Ampung,Malinau,Long Nawang,,
3,Riau,-,-,Indragiri Hilir Bengkalis Rokan Hilir Kepulauan Meranti Kota Dumai,Sungai Guntung Tanjung Medang Selat Baru Sinaboi Tanjung Samak Dumai Kota,,,Nunukan,Seimenggaris,,Data Dian,,
,,,,,,,,,,,Long Pujungan,,
,,,,,,,,,,,Long Alango,,
,,,,,,,,,,Nunukan,Binter,,
,,,,,,,,,,,Long Layu,,
,,,,,,,,,,,Long Bawan,,
4,Bengkulu,Bengkulu Utara,Enggano,-,-,,,,,,Sanur,,
5,Kepulauan Riau,-,-,Karimun Bintan Natuna Kepulauan Anambas Kota Batam,Tebing Tambelan P. Laut Subi Serasan Timur Jemaja Timur Belakang Padang,,,,,,Aji Kuning,,
,,,,,,,,,,,Sungai Nyamuk,,
,,,,,,,,,,,Setabu,,
,,,,,,10,Sulawesi Utara,Kepulauan Sangihe Siau Tagulandang Biaro,Marore Makalehi,Kepulauan Sangihe Kepulauan Talaud Minahasa Utara Siau Tagulandang Biaro,Kendahe Dapalan Gemeh Karatung Miangas Tinongko Ondong,,
6,Nusa Tenggara Timur,Belu Alor Rote Ndao,Silawan Maritaing Ndao,Kupang Timor Tengah Utara,Naikliu Oepoli Eban,,,,,,,,
,,Malaka,Namfalus,,Oeolo,11,Sulawesi Tengah,-,-,Toli-toli,Ogodeide,,
,,,,Belu,Tasinifu Napan Manamas Wini Webora Haliwen Weluli Wedomu Haeksak Laktulus Nualain,12,Maluku,Kepulauan Aru,Longgar Apara,Maluku Tenggara Barat Kepulauan Aru Maluku Barat Daya,Adaut Namtabung Larat Waturu Koijabi Ustutun Ilwaki Wonreli Serwaru Lelang Marsela,,
,,,,Alor,Buraga Kalunan Padang Alang,13,Maluku Utara,-,-,Pulau Morotai,Wayabula Sopi Bere-bere,,
,,,,Rote Ndao,Batutua,14,Papua Barat,-,-,Raja Ampat,Dorekar,,
,,,,Sabu Raijua Malaka,Ledeunu Besikama Alas Sarina Seon,15,Papua,Merauke Boven Digoel Pegunungan Bintang Keerom,Kimaam Ninati Iwur Ubrub,Merauke Boven Digoel,Sota Naukenjerai Bupul Ulilin Kombut,,
7,Kalimantan Barat,Sambas Sanggau Kapuas Hulu,Sajingan Besar Balai Karangan Puring Kencana Badau,Sambas Bengkayang Sanggau Sintang Kapuas Hulu,Temanjuk Paloh Jagoi Babang Siding Entikong Merakai Senaning Nanga Kantuk Lanjak Benua Martinus,,,,,Pegunungan Bintang,Batom,,
,,,,,,,,,,Sarmi,Sarmi,,
