,"20% 15% 13,4% 13,2% 13,0% 12,9% 11,3% 10,2% 9,8% 9,6% 10% 6,6% 5% 0% Ahli Gizi Farmasi Kesehatan Kesehatan Dokter Bidan Perawat Dokter Gigi Teknologi Lingkungan Masyarakat Umum Laboratorium Medik",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PROGRAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,UNIT UTAMA,,PENCEGAHAN,PELAYANAN,PELATIHAN DAN,,,,,,,,,,,,,,,,,,,,,,,,,
,,KESEHATAN,DAN,,,DUKUNGAN,,,,,,,,,,,,,,,,,,,,,,,,
,,,,KESEHATAN DAN,PENDIDIKAN,,JUMLAH,,,,,,,,,,,,,,,,,,,,,,,
,,MASYARAKAT,PENGENDALIAN,,,MANAJEMEN,,,,,,,,,,,,,,,,,,,,,,,,
,,,,JKN,VOKASI,,,,,,,,,,,,,,,,,,,,,,,,,
,,,PENYAKIT,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,,9.825,9.993,10.134,10.205,10.292,10.374,,,,,,,,,,,,,,,,,,,,,,,
No,Provinsi,Jumlah Puskesmas Rawat Inap,,,,,Jumlah Puskesmas Non Rawat Inap,,,,,,,,,,,,,,,,,,,,,,,
,,2018,2019,2020,2021,2022,2018,2019,2020,2021,2022,,,,,,,,,,,,,,,,,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),,,,,,,,,,,,,,,,,,,
1,Aceh,148,179,181,180,179,200,180,178,180,183,,,,,,,,,,,,,,,,,,,
2,Sumatera Utara,175,184,188,191,194,406,417,420,424,421,,,,,,,,,,,,,,,,,,,
3,Sumatera Barat,91,108,111,113,115,184,167,165,166,165,,,,,,,,,,,,,,,,,,,
4,Riau,81,102,102,109,116,135,126,129,125,122,,,,,,,,,,,,,,,,,,,
5,Jambi,74,81,88,92,96,121,124,119,115,111,,,,,,,,,,,,,,,,,,,
6,Sumatera Selatan,95,98,113,114,118,237,243,230,231,230,,,,,,,,,,,,,,,,,,,
7,Bengkulu,47,52,52,53,52,133,127,127,126,127,,,,,,,,,,,,,,,,,,,
8,Lampung,119,136,140,155,157,183,174,172,160,161,,,,,,,,,,,,,,,,,,,
9,Kepulauan Bangka Belitung,21,21,26,26,27,43,43,38,38,37,,,,,,,,,,,,,,,,,,,
10,Kepulauan Riau,32,36,35,41,32,51,50,53,52,61,,,,,,,,,,,,,,,,,,,
11,DKI Jakarta,28,28,6,6,6,293,287,309,309,309,,,,,,,,,,,,,,,,,,,
12,Jawa Barat,186,291,299,299,309,883,781,784,787,791,,,,,,,,,,,,,,,,,,,
13,Jawa Tengah,361,368,371,371,377,520,510,507,509,503,,,,,,,,,,,,,,,,,,,
14,DI Yogyakarta,49,49,49,49,49,72,72,72,72,72,,,,,,,,,,,,,,,,,,,
15,Jawa Timur,534,553,575,588,616,433,415,393,383,353,,,,,,,,,,,,,,,,,,,
16,Banten,56,82,81,78,76,186,161,164,167,171,,,,,,,,,,,,,,,,,,,
17,Bali,38,42,41,40,41,82,78,79,80,79,,,,,,,,,,,,,,,,,,,
18,Nusa Tenggara Barat,111,122,142,143,146,55,47,32,32,30,,,,,,,,,,,,,,,,,,,
19,Nusa Tenggara Timur,151,163,164,177,190,230,239,246,244,239,,,,,,,,,,,,,,,,,,,
20,Kalimantan Barat,118,125,129,130,131,126,121,117,117,117,,,,,,,,,,,,,,,,,,,
21,Kalimantan Tengah,75,88,86,87,88,125,115,119,118,116,,,,,,,,,,,,,,,,,,,
22,Kalimantan Selatan,50,50,52,52,51,183,185,184,185,190,,,,,,,,,,,,,,,,,,,
23,Kalimantan Timur,97,102,98,99,99,86,84,89,89,89,,,,,,,,,,,,,,,,,,,
24,Kalimantan Utara,32,27,22,22,22,24,28,33,34,35,,,,,,,,,,,,,,,,,,,
25,Sulawesi Utara,92,94,95,96,99,101,101,100,102,100,,,,,,,,,,,,,,,,,,,
26,Sulawesi Tengah,84,102,104,104,110,118,104,103,111,108,,,,,,,,,,,,,,,,,,,
27,Sulawesi Selatan,269,301,304,316,316,189,158,157,153,156,,,,,,,,,,,,,,,,,,,
28,Sulawesi Tenggara,82,93,91,92,100,202,197,201,201,202,,,,,,,,,,,,,,,,,,,
29,Gorontalo,28,32,26,27,27,65,61,67,66,66,,,,,,,,,,,,,,,,,,,
30,Sulawesi Barat,45,58,60,61,61,49,37,36,37,37,,,,,,,,,,,,,,,,,,,
31,Maluku,64,77,64,65,73,144,132,151,157,155,,,,,,,,,,,,,,,,,,,
32,Maluku Utara,36,45,53,53,52,98,102,94,94,96,,,,,,,,,,,,,,,,,,,
33,Papua Barat,44,44,45,45,45,115,115,116,117,118,,,,,,,,,,,,,,,,,,,
34,Papua,110,115,126,126,132,298,305,302,311,322,,,,,,,,,,,,,,,,,,,
Indonesia,,3.623,4.048,4.119,4.200,4.302,6.370,6.086,6.086,6.092,6.072,,,,,,,,,,,,,,,,,,,
No,Provinsi,Jumlah Puskesmas,Jumlah Kecamatan,Rasio Puskesmas per Kecamatan,,,,,,,,,,,,,,,,,,,,,,,,,,
(1),(2),(3),(4),(5),,,,,,,,,,,,,,,,,,,,,,,,,,
1,Aceh,362,290,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,
2,Sumatera Utara,615,455,"1,4",,,,,,,,,,,,,,,,,,,,,,,,,,
3,Sumatera Barat,280,179,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,
4,Riau,238,172,"1,4",,,,,,,,,,,,,,,,,,,,,,,,,,
5,Jambi,207,144,"1,4",,,,,,,,,,,,,,,,,,,,,,,,,,
6,Sumatera Selatan,348,241,"1,4",,,,,,,,,,,,,,,,,,,,,,,,,,
7,Bengkulu,179,129,"1,4",,,,,,,,,,,,,,,,,,,,,,,,,,
8,Lampung,318,229,"1,4",,,,,,,,,,,,,,,,,,,,,,,,,,
9,Kepulauan Bangka Belitung,64,47,"1,4",,,,,,,,,,,,,,,,,,,,,,,,,,
10,Kepulauan Riau,93,76,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,
11,DKI Jakarta,315,44,"7,2",,,,,,,,,,,,,,,,,,,,,,,,,,
12,Jawa Barat,1.100,627,"1,8",,,,,,,,,,,,,,,,,,,,,,,,,,
13,Jawa Tengah,880,576,"1,5",,,,,,,,,,,,,,,,,,,,,,,,,,
14,DI Yogyakarta,121,78,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,
15,Jawa Timur,969,666,"1,5",,,,,,,,,,,,,,,,,,,,,,,,,,
16,Banten,247,155,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,
17,Bali,120,57,"2,1",,,,,,,,,,,,,,,,,,,,,,,,,,
18,Nusa Tenggara Barat,176,117,"1,5",,,,,,,,,,,,,,,,,,,,,,,,,,
19,Nusa Tenggara Timur,429,315,"1,4",,,,,,,,,,,,,,,,,,,,,,,,,,
20,Kalimantan Barat,248,174,"1,4",,,,,,,,,,,,,,,,,,,,,,,,,,
21,Kalimantan Tengah,204,136,"1,5",,,,,,,,,,,,,,,,,,,,,,,,,,
22,Kalimantan Selatan,241,156,"1,5",,,,,,,,,,,,,,,,,,,,,,,,,,
23,Kalimantan Timur,188,105,"1,8",,,,,,,,,,,,,,,,,,,,,,,,,,
24,Kalimantan Utara,57,55,"1,0",,,,,,,,,,,,,,,,,,,,,,,,,,
25,Sulawesi Utara,199,171,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,
26,Sulawesi Tengah,218,175,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,
27,Sulawesi Selatan,472,311,"1,5",,,,,,,,,,,,,,,,,,,,,,,,,,
28,Sulawesi Tenggara,302,220,"1,4",,,,,,,,,,,,,,,,,,,,,,,,,,
29,Gorontalo,93,77,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,
30,Sulawesi Barat,98,69,"1,4",,,,,,,,,,,,,,,,,,,,,,,,,,
31,Maluku,228,118,"1,9",,,,,,,,,,,,,,,,,,,,,,,,,,
32,Maluku Utara,148,118,"1,3",,,,,,,,,,,,,,,,,,,,,,,,,,
33,Papua Barat,163,218,"0,7",,,,,,,,,,,,,,,,,,,,,,,,,,
34,Papua,454,566,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,,10.374,7.266,"1,4",,,,,,,,,,,,,,,,,,,,,,,,,,
No,Provinsi,Jumlah Puskesmas,Jumlah Puskesmas Terakreditasi,Jumlah Kabupaten/Kota yang Memiliki Puskesmas Terakreditasi,Persentase Puskesmas Terakreditasi (%),Status Akreditasi Puskesmas,,,,Jumlah Puskesmas Belum Terakreditasi,,,,,,,,,,,,,,,,,,,,
,,,,,,Dasar,Madya,Utama,Paripurna,,,,,,,,,,,,,,,,,,,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),,,,,,,,,,,,,,,,,,,,
1,Aceh,362,333,23,"92,0",100,203,28,2,29,,,,,,,,,,,,,,,,,,,,
2,Sumatera Utara,615,559,33,"90,9",236,293,29,1,56,,,,,,,,,,,,,,,,,,,,
3,Sumatera Barat,280,271,19,"96,8",61,164,41,5,9,,,,,,,,,,,,,,,,,,,,
4,Riau,238,214,12,"89,9",66,120,28,0,24,,,,,,,,,,,,,,,,,,,,
5,Jambi,207,188,11,"90,8",54,112,19,3,19,,,,,,,,,,,,,,,,,,,,
6,Sumatera Selatan,348,333,17,"95,7",90,196,42,5,15,,,,,,,,,,,,,,,,,,,,
7,Bengkulu,179,179,10,"100,0",70,100,9,0,0,,,,,,,,,,,,,,,,,,,,
8,Lampung,318,296,15,"93,1",25,208,59,4,22,,,,,,,,,,,,,,,,,,,,
9,Kepulauan Bangka Belitung,64,64,7,"100,0",8,36,19,1,0,,,,,,,,,,,,,,,,,,,,
10,Kepulauan Riau,93,83,7,"89,2",20,42,20,1,10,,,,,,,,,,,,,,,,,,,,
11,DKI Jakarta,315,151,6,"47,9",11,89,20,31,164,,,,,,,,,,,,,,,,,,,,
12,Jawa Barat,1.100,1.028,27,"93,5",179,617,205,27,72,,,,,,,,,,,,,,,,,,,,
13,Jawa Tengah,880,873,35,"99,2",97,467,270,39,7,,,,,,,,,,,,,,,,,,,,
14,DI Yogyakarta,121,121,5,"100,0",0,43,64,14,0,,,,,,,,,,,,,,,,,,,,
15,Jawa Timur,969,963,38,"99,4",72,530,316,45,6,,,,,,,,,,,,,,,,,,,,
16,Banten,247,231,8,"93,5",44,138,47,2,16,,,,,,,,,,,,,,,,,,,,
17,Bali,120,120,9,"100,0",13,66,31,10,0,,,,,,,,,,,,,,,,,,,,
18,Nusa Tenggara Barat,176,163,10,"92,6",34,94,31,4,13,,,,,,,,,,,,,,,,,,,,
19,Nusa Tenggara Timur,429,367,22,"85,5",166,180,21,0,62,,,,,,,,,,,,,,,,,,,,
20,Kalimantan Barat,248,230,14,"92,7",68,133,24,5,18,,,,,,,,,,,,,,,,,,,,
21,Kalimantan Tengah,204,194,14,"95,1",72,100,20,2,10,,,,,,,,,,,,,,,,,,,,
22,Kalimantan Selatan,241,233,13,"96,7",73,125,32,3,8,,,,,,,,,,,,,,,,,,,,
23,Kalimantan Timur,188,182,10,"96,8",36,102,38,6,6,,,,,,,,,,,,,,,,,,,,
24,Kalimantan Utara,57,55,5,"96,5",21,24,9,1,2,,,,,,,,,,,,,,,,,,,,
25,Sulawesi Utara,199,169,15,"84,9",76,73,19,1,30,,,,,,,,,,,,,,,,,,,,
26,Sulawesi Tengah,218,198,13,"90,8",70,109,19,0,20,,,,,,,,,,,,,,,,,,,,
27,Sulawesi Selatan,472,454,24,"96,2",80,235,118,21,18,,,,,,,,,,,,,,,,,,,,
28,Sulawesi Tenggara,302,263,17,"87,1",94,140,27,2,39,,,,,,,,,,,,,,,,,,,,
29,Gorontalo,93,92,6,"98,9",22,50,17,3,1,,,,,,,,,,,,,,,,,,,,
30,Sulawesi Barat,98,85,6,"86,7",18,54,13,0,13,,,,,,,,,,,,,,,,,,,,
31,Maluku,228,156,11,"68,4",69,77,10,0,72,,,,,,,,,,,,,,,,,,,,
32,Maluku Utara,148,113,10,"76,4",42,64,6,1,35,,,,,,,,,,,,,,,,,,,,
33,Papua Barat,163,72,13,"44,2",35,32,5,0,91,,,,,,,,,,,,,,,,,,,,
34,Papua,454,120,20,"26,4",55,52,13,0,334,,,,,,,,,,,,,,,,,,,,
Indonesia,,10.374,9.153,505,"88,2",2.177,5.068,1.669,239,1.221,,,,,,,,,,,,,,,,,,,,
No,Provinsi,Jumlah Puskesmas,,% Memenuhi,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Belum Memenuhi,Memenuhi,,,,,,,,,,,,,,,,,,,,,,,,,,,
(1),(2),(3),(4),(6),,,,,,,,,,,,,,,,,,,,,,,,,,
1,Aceh,102,259,"71,8",,,,,,,,,,,,,,,,,,,,,,,,,,
2,Sumatera Utara,378,237,"38,5",,,,,,,,,,,,,,,,,,,,,,,,,,
3,Sumatera Barat,63,216,"77,4",,,,,,,,,,,,,,,,,,,,,,,,,,
4,Riau,79,158,"66,7",,,,,,,,,,,,,,,,,,,,,,,,,,
5,Jambi,102,105,"50,7",,,,,,,,,,,,,,,,,,,,,,,,,,
6,Sumatera Selatan,178,170,"48,9",,,,,,,,,,,,,,,,,,,,,,,,,,
7,Bengkulu,119,60,"33,5",,,,,,,,,,,,,,,,,,,,,,,,,,
8,Lampung,193,124,"39,1",,,,,,,,,,,,,,,,,,,,,,,,,,
9,Kepulauan Bangka Belitung,8,56,"87,5",,,,,,,,,,,,,,,,,,,,,,,,,,
10,Kepulauan Riau,37,56,"60,2",,,,,,,,,,,,,,,,,,,,,,,,,,
11,DKI Jakarta,0,333,"100,0",,,,,,,,,,,,,,,,,,,,,,,,,,
12,Jawa Barat,520,581,"52,8",,,,,,,,,,,,,,,,,,,,,,,,,,
13,Jawa Tengah,135,745,"84,7",,,,,,,,,,,,,,,,,,,,,,,,,,
14,DI Yogyakarta,9,112,"92,6",,,,,,,,,,,,,,,,,,,,,,,,,,
15,Jawa Timur,275,697,"71,7",,,,,,,,,,,,,,,,,,,,,,,,,,
16,Banten,101,145,"58,9",,,,,,,,,,,,,,,,,,,,,,,,,,
17,Bali,30,90,"75,0",,,,,,,,,,,,,,,,,,,,,,,,,,
18,Nusa Tenggara Barat,48,127,"72,6",,,,,,,,,,,,,,,,,,,,,,,,,,
19,Nusa Tenggara Timur,306,118,"27,8",,,,,,,,,,,,,,,,,,,,,,,,,,
20,Kalimantan Barat,136,112,"45,2",,,,,,,,,,,,,,,,,,,,,,,,,,
21,Kalimantan Tengah,136,68,"33,3",,,,,,,,,,,,,,,,,,,,,,,,,,
22,Kalimantan Selatan,60,180,"75,0",,,,,,,,,,,,,,,,,,,,,,,,,,
23,Kalimantan Timur,62,126,"67,0",,,,,,,,,,,,,,,,,,,,,,,,,,
24,Kalimantan Utara,25,33,"56,9",,,,,,,,,,,,,,,,,,,,,,,,,,
25,Sulawesi Utara,138,60,"30,3",,,,,,,,,,,,,,,,,,,,,,,,,,
26,Sulawesi Tengah,118,99,"45,6",,,,,,,,,,,,,,,,,,,,,,,,,,
27,Sulawesi Selatan,101,373,"78,7",,,,,,,,,,,,,,,,,,,,,,,,,,
28,Sulawesi Tenggara,166,131,"44,1",,,,,,,,,,,,,,,,,,,,,,,,,,
29,Gorontalo,44,49,"52,7",,,,,,,,,,,,,,,,,,,,,,,,,,
30,Sulawesi Barat,32,66,"67,4",,,,,,,,,,,,,,,,,,,,,,,,,,
31,Maluku,193,45,"18,9",,,,,,,,,,,,,,,,,,,,,,,,,,
32,Maluku Utara,100,47,"32,0",,,,,,,,,,,,,,,,,,,,,,,,,,
33,Papua Barat,143,28,"16,4",,,,,,,,,,,,,,,,,,,,,,,,,,
34,Papua,438,36,"7,6",,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,,4.575,5.842,"56,1",,,,,,,,,,,,,,,,,,,,,,,,,,
No,Provinsi,Jumlah Puskesmas,,% Dengan Dokter,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Tidak Ada Dokter,Ada Dokter,,,,,,,,,,,,,,,,,,,,,,,,,,,
(1),(2),(3),(4),(6),,,,,,,,,,,,,,,,,,,,,,,,,,
1,Aceh,1,360,"99,7",,,,,,,,,,,,,,,,,,,,,,,,,,
2,Sumatera Utara,11,604,"98,2",,,,,,,,,,,,,,,,,,,,,,,,,,
3,Sumatera Barat,2,277,"99,3",,,,,,,,,,,,,,,,,,,,,,,,,,
4,Riau,2,235,"99,2",,,,,,,,,,,,,,,,,,,,,,,,,,
5,Jambi,1,206,"99,5",,,,,,,,,,,,,,,,,,,,,,,,,,
6,Sumatera Selatan,8,340,"97,7",,,,,,,,,,,,,,,,,,,,,,,,,,
7,Bengkulu,7,172,"96,1",,,,,,,,,,,,,,,,,,,,,,,,,,
8,Lampung,0,317,"100,0",,,,,,,,,,,,,,,,,,,,,,,,,,
9,Kepulauan Bangka Belitung,0,64,"100,0",,,,,,,,,,,,,,,,,,,,,,,,,,
10,Kepulauan Riau,1,92,"98,9",,,,,,,,,,,,,,,,,,,,,,,,,,
11,DKI Jakarta,0,333,"100,0",,,,,,,,,,,,,,,,,,,,,,,,,,
12,Jawa Barat,5,1.096,"99,6",,,,,,,,,,,,,,,,,,,,,,,,,,
13,Jawa Tengah,0,880,"100,0",,,,,,,,,,,,,,,,,,,,,,,,,,
14,DI Yogyakarta,0,121,"100,0",,,,,,,,,,,,,,,,,,,,,,,,,,
15,Jawa Timur,3,969,"99,7",,,,,,,,,,,,,,,,,,,,,,,,,,
16,Banten,1,245,"99,6",,,,,,,,,,,,,,,,,,,,,,,,,,
17,Bali,0,120,"100,0",,,,,,,,,,,,,,,,,,,,,,,,,,
18,Nusa Tenggara Barat,0,175,"100,0",,,,,,,,,,,,,,,,,,,,,,,,,,
19,Nusa Tenggara Timur,41,383,"90,3",,,,,,,,,,,,,,,,,,,,,,,,,,
20,Kalimantan Barat,4,244,"98,4",,,,,,,,,,,,,,,,,,,,,,,,,,
21,Kalimantan Tengah,14,190,"93,1",,,,,,,,,,,,,,,,,,,,,,,,,,
22,Kalimantan Selatan,6,234,"97,5",,,,,,,,,,,,,,,,,,,,,,,,,,
23,Kalimantan Timur,5,183,"97,3",,,,,,,,,,,,,,,,,,,,,,,,,,
24,Kalimantan Utara,3,55,"94,8",,,,,,,,,,,,,,,,,,,,,,,,,,
25,Sulawesi Utara,3,195,"98,5",,,,,,,,,,,,,,,,,,,,,,,,,,
26,Sulawesi Tengah,5,212,"97,7",,,,,,,,,,,,,,,,,,,,,,,,,,
27,Sulawesi Selatan,6,468,"98,7",,,,,,,,,,,,,,,,,,,,,,,,,,
28,Sulawesi Tenggara,26,271,"91,3",,,,,,,,,,,,,,,,,,,,,,,,,,
29,Gorontalo,4,89,"95,7",,,,,,,,,,,,,,,,,,,,,,,,,,
30,Sulawesi Barat,3,95,"96,9",,,,,,,,,,,,,,,,,,,,,,,,,,
31,Maluku,42,196,"82,4",,,,,,,,,,,,,,,,,,,,,,,,,,
32,Maluku Utara,4,143,"97,3",,,,,,,,,,,,,,,,,,,,,,,,,,
33,Papua Barat,25,146,"85,4",,,,,,,,,,,,,,,,,,,,,,,,,,
34,Papua,183,291,"61,4",,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,,416,10.001,"96,0",,,,,,,,,,,,,,,,,,,,,,,,,,
