19,Nusa Tenggara Timur,291,116,4.078,3.255,358,479,486,418,327,9.808,1.243,11.051,,
20,Kalimantan Barat,290,74,2.504,2.004,243,258,264,289,196,6.122,818,6.940,,
21,Kalimantan Tengah,278,64,2.221,1.363,145,201,139,226,95,4.732,456,5.188,,
22,Kalimantan Selatan,331,110,1.592,1.366,217,544,194,241,122,4.717,498,5.215,,
23,Kalimantan Timur,473,197,2.302,1.968,336,202,205,190,199,6.072,1.880,7.952,,
24,Kalimantan Utara,94,32,379,215,46,128,38,40,29,1.001,135,1.136,,
25,Sulawesi Utara,423,36,1.788,873,185,144,247,243,22,3.961,390,4.351,,
26,Sulawesi Tengah,209,74,1.508,1.712,181,541,158,93,39,4.515,913,5.428,,
27,Sulawesi Selatan,665,394,4.249,3.933,471,671,532,554,323,11.792,1.239,13.031,,
28,Sulawesi Tenggara,205,104,2.623,2.325,265,634,335,440,70,7.001,721,7.722,,
29,Gorontalo,122,33,736,763,76,263,119,187,12,2.311,425,2.736,,
30,Sulawesi Barat,95,55,949,1.019,89,98,68,84,49,2.506,333,2.839,,
31,Maluku,45,12,1.990,831,67,117,162,209,16,3.449,309,3.758,,
32,Maluku Utara,126,22,1.070,1.343,104,293,73,186,52,3.269,390,3.659,,
33,Papua Barat,60,22,778,350,59,85,52,74,40,1.520,73,1.593,,
34,Papua,314,35,3.053,1.256,175,293,214,249,206,5.795,768,6.563,,
Indonesia,,16.527,6.618,98.864,120.091,10.171,12.136,9.246,9.331,6.481,289.465,52.071,341.536,,
No,Provinsi,Persentase Puskesmas dengan Kecukupan Dokter,,,Persentase Puskesmas dengan Kecukupan Dokter Gigi,,,Persentase Puskesmas dengan Kecukupan Perawat,,,Persentase Puskesmas dengan Kecukupan Bidan,,,,
,,Cukup,Kurang,Lebih,Cukup,Kurang,Lebih,Cukup,Kurang,Lebih,Cukup,Kurang,Lebih,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),(13),(14),,
1,Aceh,"27,73","13,86","53,98","38,35","53,39","3,83","4,42","22,71","68,44","4,42","12,09","79,06",,
2,Sumatera Utara,"26,80","18,91","47,81","34,15","38,88","20,49","6,83","22,42","64,27","1,40","4,03","88,09",,
3,Sumatera Barat,"37,88","25,00","37,12","64,77","21,21","14,02","8,71","29,55","61,74","0,38","0,76","98,86",,
4,Riau,"24,06","8,02","65,57","54,72","22,64","20,28","4,25","7,08","86,32","1,89","7,08","88,68",,
5,Jambi,"36,36","19,32","44,32","64,20","28,98","6,82","3,98","9,66","86,36","1,70","3,41","94,89",,
6,Sumatera Selatan,"38,51","34,16","27,33","32,61","65,53","1,86","4,66","11,18","84,16","3,11","13,04","83,85",,
7,Bengkulu,"44,44","31,11","24,44","33,33","64,44","2,22","6,11","16,67","77,22","2,78","7,22","90,00",,
8,Lampung,"28,87","25,43","28,52","24,40","49,83","8,59","8,25","32,30","42,27","5,50","25,77","51,55",,
9,Kepulauan Bangka Belitung,"24,19","6,45","67,74","56,45","24,19","17,74","0,00","3,23","95,16","0,00","4,84","93,55",,
10,Kepulauan Riau,"11,11","9,72","45,83","38,89","16,67","11,11","0,00","4,17","62,50","1,39","5,56","59,72",,
11,DKI Jakarta,"40,00","2,35","57,06","71,76","8,53","19,12","2,06","82,94","14,41","6,47","74,71","18,24",,
12,Jawa Barat,"40,86","11,43","47,71","45,71","42,00","12,29","10,10","28,48","61,43","5,33","6,38","88,29",,
13,Jawa Tengah,"41,60","17,71","40,34","58,17","35,20","6,29","11,66","30,97","57,03","2,97","9,26","87,43",,
14,DI Yogyakarta,"29,75","7,44","55,37","66,12","4,13","22,31","17,36","28,93","46,28","5,79","19,01","67,77",,
15,Jawa Timur,"40,21","27,92","31,46","57,29","25,00","17,29","7,81","17,40","74,38","3,33","6,88","89,38",,
16,Banten,"26,61","31,33","41,20","39,91","37,34","21,89","9,87","31,33","57,94","4,72","6,01","88,41",,
17,Bali,"15,83","3,33","80,83","29,17","0,83","70,00","7,50","5,00","87,50","0,83","1,67","97,50",,
18,Nusa Tenggara Barat,"31,01","34,81","34,18","56,96","37,34","5,70","2,53","14,56","82,91","3,80","17,09","79,11",,
19,Nusa Tenggara Timur,"30,73","50,40","9,97","25,88","62,53","2,70","3,50","32,35","55,26","2,96","36,39","51,75",,
20,Kalimantan Barat,"41,84","34,31","18,41","27,62","65,27","1,67","8,37","26,36","59,83","6,69","27,62","60,25",,
21,Kalimantan Tengah,"40,00","26,67","28,72","27,18","65,64","2,56","2,56","11,28","81,54","6,67","36,92","51,79",,
22,Kalimantan Selatan,"24,78","27,39","40,87","32,61","53,04","7,39","6,96","29,57","56,52","5,22","35,22","52,61",,
23,Kalimantan Timur,"27,01","14,94","58,05","59,20","14,37","26,44","4,60","14,37","81,03","6,32","13,79","79,89",,
24,Kalimantan Utara,"20,00","16,00","36,00","22,00","34,00","16,00","2,00","36,00","34,00","6,00","52,00","14,00",,
25,Sulawesi Utara,"18,72","26,20","47,59","19,25","73,26","0,00","4,28","25,13","63,10","3,74","52,94","35,83",,
26,Sulawesi Tengah,"34,92","34,39","17,99","30,69","52,38","4,23","5,82","33,33","48,15","3,70","31,22","52,38",,
27,Sulawesi Selatan,"34,60","34,15","27,23","45,09","31,70","19,20","8,93","26,56","60,49","12,72","27,90","55,36",,
28,Sulawesi Tenggara,"34,94","49,44","8,92","34,57","57,25","1,49","6,32","24,54","62,45","6,69","30,86","55,76",,
29,Gorontalo,"45,16","19,35","26,88","31,18","58,06","2,15","7,53","18,28","65,59","7,53","6,45","77,42",,
30,Sulawesi Barat,"38,30","53,19","8,51","38,30","52,13","9,57","10,64","31,91","57,45","2,13","17,02","80,85",,
31,Maluku,"10,05","77,39","1,51","6,03","82,91","0,00","6,53","22,11","60,30","5,53","59,30","24,12",,
32,Maluku Utara,"38,58","45,67","15,75","9,45","87,40","3,15","13,39","26,77","59,84","3,94","17,32","78,74",,
33,Papua Barat,"13,25","53,64","3,97","10,60","58,94","1,32","3,31","37,75","29,80","4,64","52,98","13,25",,
34,Papua,"24,87","44,92","14,21","5,58","76,90","1,52","5,33","31,47","47,21","6,60","59,14","18,27",,
Indonesia,,"33,57","26,35","35,49","41,26","43,15","11,00","7,20","26,17","62,04","4,48","20,53","70,40",,
No,Provinsi,Jumlah Puskesmas*,Jumlah Puskesmas Memiliki 5 Jenis Tenaga Kesehatan Promotif Preventif,,,,,,,,,,,,
(1),(2),(3),(4),,,,,,,,,,,,
1,Aceh,339,77,,,,,,,,,,,,
2,Sumatera Utara,571,70,,,,,,,,,,,,
3,Sumatera Barat,264,70,,,,,,,,,,,,
4,Riau,212,57,,,,,,,,,,,,
5,Jambi,176,48,,,,,,,,,,,,
6,Sumatera Selatan,322,80,,,,,,,,,,,,
7,Bengkulu,180,26,,,,,,,,,,,,
8,Lampung,291,20,,,,,,,,,,,,
9,Kepulauan Bangka Belitung,62,33,,,,,,,,,,,,
10,Kepulauan Riau,72,12,,,,,,,,,,,,
11,DKI Jakarta,340,28,,,,,,,,,,,,
12,Jawa Barat,1.050,112,,,,,,,,,,,,
13,Jawa Tengah,875,165,,,,,,,,,,,,
14,DI Yogyakarta,121,36,,,,,,,,,,,,
15,Jawa Timur,960,173,,,,,,,,,,,,
16,Banten,233,14,,,,,,,,,,,,
17,Bali,120,37,,,,,,,,,,,,
18,Nusa Tenggara Barat,158,38,,,,,,,,,,,,
