No,Provinsi,Pemerintah,,,,,,,,,,,,Pemerintah Daerah,,,,,,,,,Swasta,,,Total RS,,
,,Kementerian Kesehatan,,,Kepolisian,,,Tentara Nasional Indonesia,,,Kementerian Lain dan BUMN,,,Pemerintah Provinsi,,,Pemerintah Kabupaten,,,Pemerintah Kota,,,Swasta,,,,,
,,m u m U S R,su su h K S R,h a lm u J,m u m U S R,su su h K S R,h a lm u J,m u m U S R,su su h K S R,h a lm u J,m u m U S R,su su h K S R,h a lm u J,m u m U S R,su su h K S R,h a lm u J,m u m U S R,su su h K S R,h a lm u J,m u m U S R,su su h K S R,h a lm u J,m u m U S R,su su h K S R,h a lm u J,m u m U S R,su su h K S R,h a lm u J
9,Kepulauan Bangka Belitung,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,9,0,9,1,0,1,9,3,12,20,4,24
10,Kepulauan Riau,0,0,0,1,0,1,2,0,2,1,0,1,2,0,2,8,0,8,2,0,2,12,5,17,28,5,33
11,DKI Jakarta,3,7,10,2,0,2,7,3,10,8,1,9,30,1,31,0,0,0,0,0,0,93,48,141,143,60,203
12,Jawa Barat,1,4,5,5,0,5,9,0,9,4,1,5,3,2,5,33,0,33,10,2,12,220,56,276,285,65,350
13,Jawa Tengah,2,3,5,2,0,2,10,0,10,3,1,4,4,3,7,42,1,43,6,0,6,177,36,213,246,44,290
14,DI Yogyakarta,1,0,1,1,0,1,2,0,2,1,1,2,0,2,2,6,0,6,2,0,2,45,21,66,58,24,82
15,Jawa Timur,0,1,1,10,0,10,13,3,16,5,2,7,8,6,14,48,0,48,9,0,9,200,76,276,293,88,381
16,Banten,0,1,1,0,0,0,2,0,2,1,0,1,2,0,2,6,0,6,4,0,4,61,35,96,76,36,112
17,Bali,1,0,1,1,0,1,2,0,2,1,0,1,1,2,3,12,0,12,1,0,1,36,8,44,55,10,65
18,Nusa Tenggara Barat,0,0,0,1,0,1,1,0,1,1,0,1,2,2,4,10,0,10,2,0,2,14,3,17,31,5,36
19,Nusa Tenggara Timur,0,0,0,1,0,1,4,0,4,0,0,0,1,1,2,20,0,20,1,0,1,20,2,22,47,3,50
20,Kalimantan Barat,0,0,0,1,0,1,4,0,4,1,0,1,1,2,3,14,0,14,2,0,2,16,7,23,39,9,48
21,Kalimantan Tengah,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,15,1,16,1,0,1,5,1,6,24,2,26
22,Kalimantan Selatan,0,0,0,1,0,1,3,0,3,2,0,2,2,2,4,12,0,12,1,0,1,13,8,21,34,10,44
23,Kalimantan Timur,0,0,0,1,0,1,3,0,3,1,0,1,3,1,4,13,0,13,3,1,4,18,10,28,42,12,54
24,Kalimantan Utara,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,6,0,6,1,0,1,1,0,1,10,0,10
25,Sulawesi Utara,2,0,2,1,0,1,3,0,3,0,1,1,3,2,5,12,0,12,2,0,2,17,3,20,40,6,46
26,Sulawesi Tengah,0,0,0,1,0,1,2,0,2,1,0,1,2,0,2,19,0,19,1,0,1,6,5,11,32,5,37
27,Sulawesi Selatan,2,0,2,1,0,1,6,1,7,1,3,4,3,4,7,27,0,27,4,0,4,31,23,54,75,31,106
28,Sulawesi Tenggara,0,0,0,1,0,1,1,0,1,1,0,1,1,1,2,15,0,15,2,0,2,11,1,12,32,2,34
29,Gorontalo,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,7,0,7,2,0,2,3,0,3,13,1,14
30,Sulawesi Barat,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,6,0,6,0,0,0,3,1,4,11,1,12
31,Maluku,0,0,0,1,0,1,3,0,3,0,0,0,2,1,3,13,0,13,1,0,1,7,0,7,27,1,28
32,Maluku Utara,0,0,0,0,0,0,1,0,1,0,0,0,2,1,3,10,0,10,1,0,1,5,0,5,19,1,20
33,Papua Barat,0,0,0,0,0,0,4,0,4,1,0,1,0,0,0,9,0,9,1,0,1,3,0,3,18,0,18
34,Papua,0,0,0,1,0,1,5,0,5,0,0,0,2,1,3,25,0,25,0,0,0,9,0,9,42,1,43
Indonesia,,15,18,33,45,0,45,113,7,120,55,13,68,91,50,141,527,2,529,87,3,90,1.336,451,1.787,2.269,544,2.813
No,Pengelola,Tahun 2015,,Tahun 2016,,Tahun 2017,,Tahun 2018,,,,,,,,,,,,,,,,,,,,
,,RS,TT,RS,TT,RS,TT,RS,TT,,,,,,,,,,,,,,,,,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),,,,,,,,,,,,,,,,,,,
1,Kementerian Kesehatan,14,10.568,14,10.494,14,10.748,15,11.086,,,,,,,,,,,,,,,,,,,
2,Kepolisian,42,4.475,42,4.320,44,4.618,45,5.213,,,,,,,,,,,,,,,,,,,
3,Tentara Nasional Indonesia,120,15.957,119,12.239,120,12.473,113,12.269,,,,,,,,,,,,,,,,,,,
4,Kementerian Lain dan BUMN,61,7.020,67,8.855,14,1.303,55,6.054,,,,,,,,,,,,,,,,,,,
5,Pemerintah Provinsi,68,18.904,75,19.452,87,22.067,91,22.441,,,,,,,,,,,,,,,,,,,
6,Pemerintah Kabupaten,466,66.901,477,70.347,504,74.665,527,77.509,,,,,,,,,,,,,,,,,,,
7,Pemerintah Kota,87,18.714,87,18.539,81,17.529,87,17.369,,,,,,,,,,,,,,,,,,,
8,Swasta,1.093,106.716,1.164,112.180,1.334,128.499,1.336,129.141,,,,,,,,,,,,,,,,,,,
Jumlah,,1.951,249.255,2.045,256.426,2.198,271.902,2.269,281.082,,,,,,,,,,,,,,,,,,,
No,Jenis Rumah Sakit,Tahun 2015,,Tahun 2016,,Tahun 2017,,Tahun 2018,,,,,,,,,,,,,,,,,,,,
,,RS,TT,RS,TT,RS,TT,RS,TT,,,,,,,,,,,,,,,,,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),,,,,,,,,,,,,,,,,,,
1,RS Khusus Ibu dan Anak,356,15.027,370,15.914,390,16.771,367,13.790,,,,,,,,,,,,,,,,,,,
2,RS Khusus Jiwa,44,10.135,44,10.110,45,10.037,43,9.880,,,,,,,,,,,,,,,,,,,
3,RS Khusus Bedah,42,1.667,41,1.509,37,1.327,35,1.280,,,,,,,,,,,,,,,,,,,
4,RS Khusus Mata,20,647,24,680,28,729,31,826,,,,,,,,,,,,,,,,,,,
5,RS Khusus Gigi dan Mulut,22,49,23,53,25,75,27,124,,,,,,,,,,,,,,,,,,,
6,RS Khusus Paru,11,874,11,910,11,961,11,997,,,,,,,,,,,,,,,,,,,
7,RS Khusus THT,8,172,8,173,8,171,7,134,,,,,,,,,,,,,,,,,,,
8,RS Khusus Jantung dan Pembuluh Darah,6,514,6,534,6,530,6,581,,,,,,,,,,,,,,,,,,,
9,RS Khusus Kanker,2,310,2,405,3,434,3,609,,,,,,,,,,,,,,,,,,,
10,RS Khusus Infeksi,2,234,2,253,1,186,1,186,,,,,,,,,,,,,,,,,,,
11,RS Khusus Ginjal,1,21,2,21,2,46,2,50,,,,,,,,,,,,,,,,,,,
12,RS Khusus Otak,1,433,1,435,1,135,1,152,,,,,,,,,,,,,,,,,,,
13,RS Khusus Ketergantungan Obat,1,100,1,100,1,100,1,100,,,,,,,,,,,,,,,,,,,
14,RS Khusus Kusta,13,1.532,12,1.270,11,1.150,5,522,,,,,,,,,,,,,,,,,,,
15,RS Khusus Orthopedi,3,213,3,212,3,219,3,234,,,,,,,,,,,,,,,,,,,
16,RS Khusus Stroke,1,183,1,177,1,161,1,163,,,,,,,,,,,,,,,,,,,
17,RS Khusus lainnya,4,96,5,121,5,121,0,0,,,,,,,,,,,,,,,,,,,
Jumlah,,537,32.207,556,32.877,578,33.153,544,29.628,,,,,,,,,,,,,,,,,,,
No,Provinsi,Estimasi Jumlah Penduduk 2018,Kelas A,,,Kelas B,,,Kelas C,,,Kelas D dan Kelas D Pratama,,,Belum Ditetapkan Kelas,,,Total,,,,,,,,,,
,,,RS,,TT,RS,,TT,RS,,TT,RS,,TT,RS,,TT,RS,TT,,,,,,,,,
,,,Jumlah,%,,Jumlah,%,,Jumlah,%,,Jumlah,%,,Jumlah,%,,,Jumlah,Rasio,,,,,,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),(13),(14),(15),(16),(17),(18),(19),(20),(21),,,,,,,,
1,Aceh,5.281.314,2,"2,99",1.092,10,"14,93",2.581,32,"47,76",3459,22,"32,84",1275,1,"1,49",42,67,8.449,"1,60",,,,,,,,
2,Sumatera Utara,14.415.391,2,"0,95",1.248,29,"13,74",6.836,117,"55,45",11222,53,"25,12",2457,10,"4,74",442,211,22.205,"1,54",,,,,,,,
3,Sumatera Barat,5.382.077,2,"2,60",1.116,6,"7,79",949,49,"63,64",4104,17,"22,08",829,3,"3,90",42,77,7.040,"1,31",,,,,,,,
4,Riau,6.814.909,1,"1,37",230,7,"9,59",1.742,41,"56,16",3420,23,"31,51",1235,1,"1,37",25,73,6.652,"0,98",,,,,,,,
5,Jambi,3.570.272,-,-,-,4,"9,76",1.040,25,"60,98",2673,11,"26,83",345,1,"2,44",28,41,4.086,"1,14",,,,,,,,
6,Sumatera Selatan,8.370.320,3,"3,85",1.403,8,"10,26",1.636,38,"48,72",4140,27,"34,62",1827,2,"2,56",39,78,9.045,"1,08",,,,,,,,
7,Bengkulu,1.963.300,-,-,-,2,"8,70",638,12,"52,17",1220,9,"39,13",488,-,-,-,23,2.346,"1,19",,,,,,,,
8,Lampung,8.370.485,-,-,-,6,"7,79",1.802,54,"70,13",4875,17,"22,08",905,-,-,-,77,7.582,"0,91",,,,,,,,
9,Kepulauan Bangka Belitung,1.459.873,-,-,-,2,"8,33",219,14,"58,33",1379,8,"33,33",331,-,-,-,24,1.929,"1,32",,,,,,,,
10,Kepulauan Riau,2.136.521,-,-,-,6,"18,18",1.223,18,"54,55",1452,8,"24,24",386,1,"3,03",22,33,3.083,"1,44",,,,,,,,
11,DKI Jakarta,10.467.629,17,"8,37",6.499,63,"31,03",10.902,77,"37,93",4912,29,"14,29",1302,17,"8,37",737,203,24.352,"2,33",,,,,,,,
12,Jawa Barat,48.683.861,8,"2,29",2.561,64,"18,29",14.957,203,"58,00",19880,72,"20,57",4075,3,"0,86",99,350,41.572,"0,85",,,,,,,,
13,Jawa Tengah,34.490.835,9,"3,10",4.144,33,"11,38",11.251,131,"45,17",16621,117,"40,34",7641,-,-,-,290,39.657,"1,15",,,,,,,,
14,DI Yogyakarta,3.802.872,3,"3,66",1.153,12,"14,63",2.467,29,"35,37",1589,35,"42,68",1621,3,"3,66",75,82,6.905,"1,82",,,,,,,,
15,Jawa Timur,39.500.851,5,"1,31",4.028,57,"14,96",13.610,181,"47,51",16519,130,"34,12",7831,8,"2,10",278,381,42.266,"1,07",,,,,,,,
16,Banten,12.689.736,1,"0,89",200,23,"20,54",4.941,78,"69,64",5303,7,"6,25",470,3,"2,68",124,112,11.038,"0,87",,,,,,,,
17,Bali,4.292.154,3,"4,62",1.201,11,"16,92",1.916,37,"56,92",2835,13,"20,00",622,1,"1,54",21,65,6.595,"1,54",,,,,,,,
18,Nusa Tenggara Barat,5.013.687,-,-,-,3,"8,33",723,18,"50,00",1905,14,"38,89",807,1,"2,78",121,36,3.556,"0,71",,,,,,,,
19,Nusa Tenggara Timur,5.371.519,-,-,-,2,"4,00",442,26,"52,00",2770,21,"42,00",1133,1,"2,00",20,50,4.365,"0,81",,,,,,,,
20,Kalimantan Barat,5.001.664,-,-,-,5,"10,42",1.598,31,"64,58",2981,11,"22,92",564,1,"2,08",10,48,5.153,"1,03",,,,,,,,
21,Kalimantan Tengah,2.660.209,-,-,-,3,"11,54",828,16,"61,54",1266,7,"26,92",331,-,-,-,26,2.425,"0,91",,,,,,,,
22,Kalimantan Selatan,4.182.695,2,"4,55",930,6,"13,64",962,27,"61,36",2437,9,"20,45",452,-,-,-,44,4.781,"1,14",,,,,,,,
23,Kalimantan Timur,3.648.835,2,"3,70",1.004,7,"12,96",2.271,27,"50,00",2584,17,"31,48",802,1,"1,85",39,54,6.700,"1,84",,,,,,,,
24,Kalimantan Utara,716.407,-,-,-,1,"10,00",365,4,"40,00",553,5,"50,00",90,-,-,-,10,1.008,"1,41",,,,,,,,
25,Sulawesi Utara,2.484.392,1,"2,17",942,3,"6,52",454,24,"52,17",2783,14,"30,43",858,4,"8,70",182,46,5.219,"2,10",,,,,,,,
26,Sulawesi Tengah,3.010.443,-,-,-,3,"8,11",804,24,"64,86",2866,9,"24,32",405,1,"2,70",36,37,4.111,"1,37",,,,,,,,
27,Sulawesi Selatan,8.771.970,2,"1,89",1.462,25,"23,58",4.958,61,"57,55",6106,15,"14,15",764,3,"2,83",99,106,13.389,"1,53",,,,,,,,
28,Sulawesi Tenggara,2.653.654,-,-,-,2,"5,88",662,14,"41,18",1436,14,"41,18",571,4,"11,76",202,34,2.871,"1,08",,,,,,,,
29,Gorontalo,1.185.492,-,-,-,2,"14,29",592,5,"35,71",618,7,"50,00",654,-,-,-,14,1.864,"1,57",,,,,,,,
30,Sulawesi Barat,1.355.554,-,-,-,-,-,-,6,"50,00",998,4,"33,33",205,2,"16,67",28,12,1.231,"0,91",,,,,,,,
31,Maluku,1.773.776,-,-,-,3,"10,71",600,7,"25,00",875,16,"57,14",884,2,"7,14",112,28,2.471,"1,39",,,,,,,,
32,Maluku Utara,1.232.632,-,-,-,1,"5,00",254,5,"25,00",535,11,"55,00",496,3,"15,00",70,20,1.355,"1,10",,,,,,,,
33,Papua Barat,937.458,-,-,-,-,-,-,6,"33,33",745,10,"55,56",499,2,"11,11",48,18,1.292,"1,38",,,,,,,,
34,Papua,3.322.526,-,-,-,2,"4,65",551,14,"32,56",2340,17,"39,53",832,10,"23,26",394,43,4.117,"1,24",,,,,,,,
Indonesia,,265.015.313,63,"2,24",29.213,411,"14,61",94.774,1.451,"51,58",139.401,799,"28,40",43.987,89,"3,16",3335,2.813,310.710,"1,17",,,,,,,,
No,Provinsi,Total Tempat Tidur,Kelas Perawatan,,,,,,,,,,,,,,,,,,,,,,,,,
,,,V V I P,,V I P,,Kelas I,,Kelas II,,Kelas III,,Ruang Rawat Inap Lainnya*,,,,,,,,,,,,,,,
,,,Jumlah,%,Jumlah,%,Jumlah,%,Jumlah,%,Jumlah,%,Jumlah,%,,,,,,,,,,,,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),(13),(14),(15),,,,,,,,,,,,,,
1,Aceh,8.449,122,"1,44",458,"5,42",998,"11,81",1.228,"14,53",4.695,"55,57",948,"11,22",,,,,,,,,,,,,,
2,Sumatera Utara,22.205,501,"2,26",1.698,"7,65",4.130,"18,60",4.712,"21,22",8.705,"39,20",2.459,"11,07",,,,,,,,,,,,,,
3,Sumatera Barat,7.040,157,"2,23",491,"6,97",1.149,"16,32",1.394,"19,80",2.953,"41,95",896,"12,73",,,,,,,,,,,,,,
4,R i a u,6.652,263,"3,95",673,"10,12",1.050,"15,78",1.383,"20,79",2.390,"35,93",893,"13,42",,,,,,,,,,,,,,
5,J a m b i,4.086,158,"3,87",330,"8,08",719,"17,60",734,"17,96",1.699,"41,58",446,"10,92",,,,,,,,,,,,,,
6,Sumatera Selatan,9.045,263,"2,91",623,"6,89",1.426,"15,77",1.756,"19,41",3.998,"44,20",979,"10,82",,,,,,,,,,,,,,
7,Bengkulu,2.346,47,"2,00",166,"7,08",344,"14,66",482,"20,55",940,"40,07",367,"15,64",,,,,,,,,,,,,,
8,Lampung,7.582,412,"5,43",512,"6,75",1.128,"14,88",1.459,"19,24",3.472,"45,79",599,"7,90",,,,,,,,,,,,,,
9,Kepulauan Bangka Belitung,1.929,33,"1,71",109,"5,65",329,"17,06",406,"21,05",808,"41,89",244,"12,65",,,,,,,,,,,,,,
10,Kepulauan Riau,3.083,71,"2,30",154,"5,00",480,"15,57",692,"22,45",1.226,"39,77",460,"14,92",,,,,,,,,,,,,,
11,DKI Jakarta,24.352,932,"3,83",2.368,"9,72",3.987,"16,37",4.382,"17,99",9.217,"37,85",3.466,"14,23",,,,,,,,,,,,,,
12,Jawa Barat,41.572,1.433,"3,45",3.046,"7,33",6.436,"15,48",9.680,"23,28",15.709,"37,79",5.268,"12,67",,,,,,,,,,,,,,
13,Jawa Tengah,39.657,1.720,"4,34",3.387,"8,54",6.342,"15,99",7.826,"19,73",16.241,"40,95",4.141,"10,44",,,,,,,,,,,,,,
14,DI Yogyakarta,6.905,276,"4,00",686,"9,93",912,"13,21",1.237,"17,91",2.992,"43,33",802,"11,61",,,,,,,,,,,,,,
15,Jawa Timur,42.266,2.106,"4,98",3.538,"8,37",6.298,"14,90",8.716,"20,62",15.825,"37,44",5.783,"13,68",,,,,,,,,,,,,,
16,Banten,11.038,271,"2,46",806,"7,30",1.956,"17,72",2.713,"24,58",3.759,"34,06",1.533,"13,89",,,,,,,,,,,,,,
17,Bali,6.595,528,"8,01",848,"12,86",960,"14,56",981,"14,87",2.453,"37,19",825,"12,51",,,,,,,,,,,,,,
18,Nusa Tenggara Barat,3.556,134,"3,77",334,"9,39",437,"12,29",505,"14,20",1.688,"47,47",458,"12,88",,,,,,,,,,,,,,
19,Nusa Tenggara Timur,4.365,65,"1,49",243,"5,57",492,"11,27",797,"18,26",2.273,"52,07",495,"11,34",,,,,,,,,,,,,,
20,Kalimantan Barat,5.153,75,"1,46",285,"5,53",656,"12,73",1.028,"19,95",2.386,"46,30",723,"14,03",,,,,,,,,,,,,,
21,Kalimantan Tengah,2.425,43,"1,77",260,"10,72",332,"13,69",556,"22,93",1.006,"41,48",228,"9,40",,,,,,,,,,,,,,
22,Kalimantan Selatan,4.781,165,"3,45",373,"7,80",752,"15,73",818,"17,11",2.062,"43,13",611,"12,78",,,,,,,,,,,,,,
23,Kalimantan Timur,6.700,133,"1,99",744,"11,10",1.064,"15,88",1.339,"19,99",2.680,"40,00",740,"11,04",,,,,,,,,,,,,,
24,Kalimantan Utara,1.008,13,"1,29",45,"4,46",141,"13,99",207,"20,54",475,"47,12",127,"12,60",,,,,,,,,,,,,,
25,Sulawesi Utara,5.219,110,"2,11",233,"4,46",786,"15,06",1.247,"23,89",2.312,"44,30",531,"10,17",,,,,,,,,,,,,,
26,Sulawesi Tengah,4.111,46,"1,12",241,"5,86",576,"14,01",623,"15,15",1.966,"47,82",659,"16,03",,,,,,,,,,,,,,
27,Sulawesi Selatan,13.389,492,"3,67",1.413,"10,55",2.381,"17,78",2.276,"17,00",4.986,"37,24",1.841,"13,75",,,,,,,,,,,,,,
28,Sulawesi Tenggara,2.871,148,"5,15",224,"7,80",347,"12,09",438,"15,26",1.355,"47,20",359,"12,50",,,,,,,,,,,,,,
29,Gorontalo,1.864,72,"3,86",120,"6,44",179,"9,60",267,"14,32",875,"46,94",351,"18,83",,,,,,,,,,,,,,
30,Sulawesi Barat,1.231,38,"3,09",98,"7,96",167,"13,57",186,"15,11",541,"43,95",201,"16,33",,,,,,,,,,,,,,
31,Maluku,2.471,59,"2,39",109,"4,41",314,"12,71",377,"15,26",1.478,"59,81",134,"5,42",,,,,,,,,,,,,,
32,Maluku Utara,1.355,28,"2,07",112,"8,27",171,"12,62",248,"18,30",667,"49,23",129,"9,52",,,,,,,,,,,,,,
33,Papua Barat,1.292,42,"3,25",78,"6,04",155,"12,00",247,"19,12",648,"50,15",122,"9,44",,,,,,,,,,,,,,
34,Papua,4.117,81,"1,97",131,"3,18",424,"10,30",589,"14,31",2.216,"53,83",676,"16,42",,,,,,,,,,,,,,
Indonesia,,310.710,11.037,"3,55",24.936,"8,03",48.018,"15,45",61.529,"19,80",126.696,"40,78",38.494,"12,39",,,,,,,,,,,,,,
No,Provinsi,Jumlah Rumah Sakit,Rumah Sakit Pemerintah Terakreditasi,Rumah Sakit Swasta Terakreditasi,Total Rumah Sakit Terakreditasi,Persentase Rumah Sakit Terakreditasi,,,,,,,,,,,,,,,,,,,,,,
(1),(2),(3),(4),(5),(6),(7),,,,,,,,,,,,,,,,,,,,,,
1,Aceh,67,29,25,54,"80,60",,,,,,,,,,,,,,,,,,,,,,
2,Sumatera Utara,211,36,103,139,"65,88",,,,,,,,,,,,,,,,,,,,,,
3,Sumatera Barat,77,24,30,54,"70,13",,,,,,,,,,,,,,,,,,,,,,
4,Riau,73,18,31,49,"67,12",,,,,,,,,,,,,,,,,,,,,,
5,Jambi,41,14,12,26,"63,41",,,,,,,,,,,,,,,,,,,,,,
6,Sumatera Selatan,78,24,22,46,"58,97",,,,,,,,,,,,,,,,,,,,,,
7,Bengkulu,23,13,4,17,"73,91",,,,,,,,,,,,,,,,,,,,,,
8,Lampung,77,15,39,54,"70,13",,,,,,,,,,,,,,,,,,,,,,
9,Kepulauan Bangka Belitung,24,10,7,17,"70,83",,,,,,,,,,,,,,,,,,,,,,
10,Kepulauan Riau,33,10,12,22,"66,67",,,,,,,,,,,,,,,,,,,,,,
11,DKI Jakarta,203,51,92,143,"70,44",,,,,,,,,,,,,,,,,,,,,,
12,Jawa Barat,350,54,164,218,"62,29",,,,,,,,,,,,,,,,,,,,,,
13,Jawa Tengah,290,70,157,227,"78,28",,,,,,,,,,,,,,,,,,,,,,
14,DI Yogyakarta,82,10,43,53,"64,63",,,,,,,,,,,,,,,,,,,,,,
15,Jawa Timur,381,91,218,309,"81,10",,,,,,,,,,,,,,,,,,,,,,
16,Banten,112,11,63,74,"66,07",,,,,,,,,,,,,,,,,,,,,,
17,Bali,65,14,37,51,"78,46",,,,,,,,,,,,,,,,,,,,,,
18,Nusa Tenggara Barat,36,14,11,25,"69,44",,,,,,,,,,,,,,,,,,,,,,
19,Nusa Tenggara Timur,50,19,19,38,"76,00",,,,,,,,,,,,,,,,,,,,,,
20,Kalimantan Barat,48,17,14,31,"64,58",,,,,,,,,,,,,,,,,,,,,,
21,Kalimantan Tengah,26,17,1,18,"69,23",,,,,,,,,,,,,,,,,,,,,,
22,Kalimantan Selatan,44,19,16,35,"79,55",,,,,,,,,,,,,,,,,,,,,,
23,Kalimantan Timur,54,15,22,37,"68,52",,,,,,,,,,,,,,,,,,,,,,
24,Kalimantan Utara,10,4,0,4,"40,00",,,,,,,,,,,,,,,,,,,,,,
25,Sulawesi Utara,46,16,15,31,"67,39",,,,,,,,,,,,,,,,,,,,,,
26,Sulawesi Tengah,37,16,4,20,"54,05",,,,,,,,,,,,,,,,,,,,,,
27,Sulawesi Selatan,106,36,39,75,"70,75",,,,,,,,,,,,,,,,,,,,,,
28,Sulawesi Tenggara,34,12,6,18,"52,94",,,,,,,,,,,,,,,,,,,,,,
29,Gorontalo,14,9,4,13,"92,86",,,,,,,,,,,,,,,,,,,,,,
30,Sulawesi Barat,12,7,1,8,"66,67",,,,,,,,,,,,,,,,,,,,,,
31,Maluku,28,10,5,15,"53,57",,,,,,,,,,,,,,,,,,,,,,
32,Maluku Utara,20,10,2,12,"60,00",,,,,,,,,,,,,,,,,,,,,,
33,Papua Barat,18,10,4,14,"77,78",,,,,,,,,,,,,,,,,,,,,,
34,Papua,43,20,3,23,"53,49",,,,,,,,,,,,,,,,,,,,,,
Indonesia,,2.813,745,1.225,1.970,"70,03",,,,,,,,,,,,,,,,,,,,,,
No,Provinsi,Jumlah Tenaga Kesehatan,,,,,,,,,,,,,,,,Tenaga Penunjang Kesehatan,Total SDM Kesehatan,,,,,,,,,
,,re Dsila tk ise o p S,re tk o D,igiG tksila re ise p o DS,igiG re tk o D,sin ilK igo lo k isP,ta w a re P,n a d iB,isa m ra F,nta a ta hk a ra ey sesa KM,n a ta sen a gn h e u k gn KiL,iziG,n a ip rek a isiF te K,n a isin esid k e M te K,a k in k e Tk id e m o iB,nla a g a n e Ta ta h e se Kn o isid a rT,h a lm u J,,,,,,,,,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),(13),(14),(15),(16),(17),(18),(19),(20),,,,,,,,,
1,Aceh,1.496,962,25,139,53,7.717,3.053,727,490,301,262,265,375,1.026,0,16.891,4.853,21.744,,,,,,,,,
2,Sumatera Utara,4.546,1.997,50,348,26,12.315,3.505,1.428,444,243,443,332,555,1.506,0,27.738,8.690,36.428,,,,,,,,,
3,Sumatera Barat,1.791,599,34,134,18,5.034,1.038,693,234,108,239,167,613,693,0,11.395,4.028,15.423,,,,,,,,,
4,Riau,1.483,746,42,170,34,4.982,1.808,770,210,78,189,187,343,678,0,11.720,4.262,15.982,,,,,,,,,
